source_ip,destination_ip,protocol,packet_size,inter_arrival_time_ms,jitter_ms,qos_class
192.168.180.103,192.0.2.142,TCP,460,123.48,4.49,mMTC
192.168.250.29,192.0.2.128,TCP,1072,53.82,4.65,eMBB
192.168.121.231,192.0.2.20,UDP,631,15.3,3.18,URLLC
192.168.222.238,192.0.2.89,ICMP,1040,42.9,5.51,eMBB
192.168.201.67,192.0.2.205,TCP,1242,19.72,2.92,URLLC
192.168.254.81,192.0.2.5,ICMP,919,64.27,6.68,eMBB
192.168.152.42,192.0.2.164,TCP,341,70.33,4.63,mMTC
192.168.161.41,192.0.2.196,ICMP,734,102.58,5.72,mMTC
192.168.120.64,192.0.2.145,TCP,847,18.41,3.54,URLLC
192.168.219.94,192.0.2.161,UDP,1446,37.47,8.38,eMBB
192.168.242.18,192.0.2.56,TCP,988,15.6,2.51,URLLC
192.168.221.114,192.0.2.57,UDP,147,141.8,4.47,mMTC
192.168.228.235,192.0.2.69,UDP,940,57.77,4.97,eMBB
192.168.203.135,192.0.2.177,TCP,1066,60.18,6.77,eMBB
192.168.213.191,192.0.2.126,TCP,689,124.42,5.8,mMTC
192.168.201.50,192.0.2.65,ICMP,937,12.44,2.64,URLLC
192.168.208.151,192.0.2.29,ICMP,456,71.3,8.02,mMTC
192.168.159.219,192.0.2.138,UDP,900,56.47,3.64,eMBB
192.168.156.168,192.0.2.230,UDP,800,14.86,3.66,URLLC
192.168.213.89,192.0.2.245,TCP,450,47.58,5.16,mMTC
192.168.116.49,192.0.2.238,UDP,131,73.48,4.22,mMTC
192.168.98.9,192.0.2.233,TCP,1195,37.7,6.38,eMBB
192.168.191.6,192.0.2.217,TCP,659,38.41,3.41,mMTC
192.168.132.103,192.0.2.140,UDP,1228,26.53,3.01,URLLC
192.168.30.49,192.0.2.223,TCP,599,97.36,4.55,mMTC
192.168.85.189,192.0.2.87,TCP,152,101.23,3.63,mMTC
192.168.2.70,192.0.2.39,UDP,371,26.57,1.9,URLLC
192.168.22.44,192.0.2.171,UDP,1361,21.73,4.9,URLLC
192.168.254.127,192.0.2.14,UDP,1014,45.79,4.75,eMBB
192.168.201.139,192.0.2.139,UDP,410,17.77,3.76,URLLC
192.168.100.156,192.0.2.149,UDP,563,75.11,6.78,mMTC
192.168.223.151,192.0.2.166,TCP,1030,45.07,6.76,eMBB
192.168.75.68,192.0.2.14,UDP,1372,45.36,5.44,eMBB
192.168.79.240,192.0.2.243,TCP,1111,15.32,1.09,URLLC
192.168.125.11,192.0.2.54,TCP,253,83.73,4.82,mMTC
192.168.199.60,192.0.2.166,UDP,873,23.17,3.0,URLLC
192.168.128.224,192.0.2.240,UDP,604,126.02,7.22,mMTC
192.168.208.123,192.0.2.171,UDP,1489,34.29,6.03,eMBB
192.168.99.234,192.0.2.15,UDP,1059,46.85,7.62,eMBB
192.168.39.156,192.0.2.152,ICMP,721,88.93,4.31,mMTC
192.168.45.168,192.0.2.103,UDP,303,88.72,4.39,mMTC
192.168.134.57,192.0.2.96,UDP,1488,59.34,4.63,eMBB
192.168.253.150,192.0.2.215,ICMP,357,83.15,7.67,mMTC
192.168.140.209,192.0.2.240,TCP,525,82.76,3.5,mMTC
192.168.60.207,192.0.2.205,TCP,1256,58.06,5.67,eMBB
192.168.191.134,192.0.2.32,TCP,207,107.73,6.57,mMTC
192.168.254.53,192.0.2.159,UDP,497,21.99,4.21,URLLC
192.168.37.254,192.0.2.32,ICMP,144,118.37,6.44,mMTC
192.168.197.174,192.0.2.157,ICMP,1153,28.95,2.66,eMBB
192.168.178.242,192.0.2.26,UDP,1064,59.92,8.97,eMBB
192.168.45.106,192.0.2.8,TCP,1440,37.07,6.98,eMBB
192.168.40.109,192.0.2.203,UDP,961,15.36,1.66,URLLC
192.168.160.216,192.0.2.71,UDP,306,10.35,3.3,URLLC
192.168.231.35,192.0.2.138,UDP,1096,30.21,3.36,URLLC
192.168.191.47,192.0.2.127,UDP,578,137.82,6.56,mMTC
192.168.217.113,192.0.2.108,TCP,1342,19.17,1.49,URLLC
192.168.185.12,192.0.2.93,UDP,121,88.33,4.58,mMTC
192.168.28.203,192.0.2.33,TCP,1392,55.16,7.26,eMBB
192.168.151.138,192.0.2.134,TCP,1237,10.35,3.32,URLLC
192.168.191.20,192.0.2.107,UDP,336,133.81,3.45,mMTC
192.168.23.9,192.0.2.108,UDP,1083,43.54,7.99,eMBB
192.168.136.28,192.0.2.144,UDP,1375,60.01,4.02,eMBB
192.168.105.168,192.0.2.51,ICMP,557,168.28,6.89,mMTC
192.168.182.12,192.0.2.9,ICMP,978,17.93,3.93,URLLC
192.168.251.123,192.0.2.6,TCP,286,119.8,2.96,mMTC
192.168.130.3,192.0.2.244,TCP,148,104.38,7.46,mMTC
192.168.163.87,192.0.2.188,UDP,479,50.24,3.82,mMTC
192.168.172.134,192.0.2.217,TCP,277,25.86,2.65,URLLC
192.168.234.8,192.0.2.100,TCP,603,21.83,4.03,URLLC
192.168.249.250,192.0.2.233,TCP,1155,47.52,5.96,eMBB
192.168.187.193,192.0.2.9,UDP,897,24.07,2.69,URLLC
192.168.143.220,192.0.2.185,TCP,881,11.44,1.87,URLLC
192.168.246.108,192.0.2.139,TCP,735,28.06,2.67,URLLC
192.168.170.143,192.0.2.30,UDP,1207,43.02,2.06,eMBB
192.168.77.224,192.0.2.182,UDP,1286,45.06,4.6,eMBB
192.168.53.187,192.0.2.203,TCP,221,92.89,1.31,mMTC
192.168.28.94,192.0.2.220,TCP,594,25.03,2.19,URLLC
192.168.25.148,192.0.2.226,ICMP,968,56.55,5.04,eMBB
192.168.236.156,192.0.2.236,ICMP,759,117.34,4.28,mMTC
192.168.16.17,192.0.2.160,TCP,1085,46.08,7.78,eMBB
192.168.14.105,192.0.2.38,UDP,1182,55.83,6.99,eMBB
192.168.149.45,192.0.2.62,UDP,1322,46.22,4.61,eMBB
192.168.11.205,192.0.2.6,ICMP,536,69.86,3.38,mMTC
192.168.145.15,192.0.2.119,ICMP,1461,38.47,1.29,eMBB
192.168.197.149,192.0.2.218,ICMP,175,131.7,4.96,mMTC
192.168.82.249,192.0.2.103,TCP,316,21.09,3.83,URLLC
192.168.154.170,192.0.2.11,ICMP,1408,38.8,5.77,eMBB
192.168.50.209,192.0.2.21,UDP,315,80.32,8.4,mMTC
192.168.245.52,192.0.2.225,ICMP,344,109.67,5.67,mMTC
192.168.248.87,192.0.2.165,TCP,529,84.88,5.42,mMTC
192.168.22.222,192.0.2.248,ICMP,1025,52.73,4.9,eMBB
192.168.244.244,192.0.2.3,TCP,1472,51.83,7.55,eMBB
192.168.181.177,192.0.2.152,TCP,633,60.87,5.53,mMTC
192.168.70.113,192.0.2.34,ICMP,738,76.13,5.06,mMTC
192.168.78.158,192.0.2.31,ICMP,1383,72.0,3.95,eMBB
192.168.75.190,192.0.2.227,UDP,1262,20.26,3.77,URLLC
192.168.218.167,192.0.2.90,ICMP,385,131.01,3.32,mMTC
192.168.231.245,192.0.2.164,ICMP,1065,57.82,8.69,eMBB
192.168.43.235,192.0.2.33,TCP,780,112.82,5.17,mMTC
192.168.109.144,192.0.2.164,UDP,907,53.09,10.03,eMBB
192.168.26.197,192.0.2.140,ICMP,108,62.53,1.72,mMTC
192.168.46.117,192.0.2.121,UDP,722,109.22,2.44,mMTC
192.168.156.243,192.0.2.191,TCP,1398,24.9,2.6,URLLC
192.168.127.144,192.0.2.252,UDP,622,123.87,4.86,mMTC
192.168.6.90,192.0.2.148,TCP,1459,46.89,5.62,eMBB
192.168.80.30,192.0.2.163,UDP,531,66.08,3.11,mMTC
192.168.152.254,192.0.2.249,UDP,1137,59.03,9.16,eMBB
192.168.245.28,192.0.2.50,TCP,716,147.94,6.62,mMTC
192.168.133.5,192.0.2.181,ICMP,214,141.84,2.53,mMTC
192.168.141.205,192.0.2.209,TCP,238,122.73,4.42,mMTC
192.168.36.5,192.0.2.114,ICMP,1017,67.69,9.43,eMBB
192.168.187.124,192.0.2.28,UDP,545,21.29,3.97,URLLC
192.168.223.102,192.0.2.191,UDP,971,36.64,3.73,eMBB
192.168.139.211,192.0.2.127,UDP,1303,67.33,3.58,eMBB
192.168.14.71,192.0.2.222,TCP,206,74.76,4.7,mMTC
192.168.10.125,192.0.2.35,ICMP,366,91.58,5.25,mMTC
192.168.61.26,192.0.2.68,ICMP,355,124.12,7.29,mMTC
192.168.110.222,192.0.2.254,ICMP,674,128.45,6.72,mMTC
192.168.159.182,192.0.2.52,UDP,622,17.37,2.63,URLLC
192.168.168.170,192.0.2.169,UDP,539,110.42,6.23,mMTC
192.168.234.119,192.0.2.21,UDP,1103,12.44,4.02,URLLC
192.168.183.23,192.0.2.247,ICMP,1168,42.47,5.17,eMBB
192.168.255.15,192.0.2.120,ICMP,477,23.25,2.46,URLLC
192.168.31.170,192.0.2.43,TCP,231,129.27,7.68,mMTC
192.168.188.101,192.0.2.214,ICMP,1282,62.27,9.03,eMBB
192.168.180.127,192.0.2.55,TCP,986,16.8,2.32,URLLC
192.168.233.58,192.0.2.125,ICMP,191,77.23,6.46,mMTC
192.168.36.32,192.0.2.186,ICMP,1162,54.07,3.77,eMBB
192.168.117.170,192.0.2.179,TCP,1402,59.96,7.44,eMBB
192.168.33.91,192.0.2.122,UDP,743,25.6,3.7,URLLC
192.168.52.80,192.0.2.170,TCP,519,17.83,2.33,URLLC
192.168.216.212,192.0.2.231,UDP,914,54.04,6.1,eMBB
192.168.232.50,192.0.2.131,TCP,171,108.21,3.05,mMTC
192.168.136.52,192.0.2.85,ICMP,1015,17.47,2.72,URLLC
192.168.13.222,192.0.2.16,TCP,466,108.34,7.43,mMTC
192.168.193.89,192.0.2.191,UDP,1197,23.64,2.84,URLLC
192.168.174.224,192.0.2.65,TCP,1007,44.27,5.98,eMBB
192.168.74.72,192.0.2.2,TCP,1132,39.2,5.53,eMBB
192.168.97.109,192.0.2.41,ICMP,1243,56.68,8.92,eMBB
192.168.91.152,192.0.2.96,TCP,352,27.43,3.19,URLLC
192.168.117.140,192.0.2.22,ICMP,1424,35.0,6.97,eMBB
192.168.72.190,192.0.2.212,TCP,1111,41.74,4.44,eMBB
192.168.242.95,192.0.2.218,TCP,714,118.09,7.43,mMTC
192.168.41.227,192.0.2.214,UDP,1093,21.07,2.85,URLLC
192.168.212.73,192.0.2.37,UDP,1246,37.12,6.09,eMBB
192.168.195.3,192.0.2.134,TCP,1217,48.82,9.04,eMBB
192.168.18.239,192.0.2.197,TCP,1404,63.0,4.24,eMBB
192.168.92.208,192.0.2.207,ICMP,110,128.52,4.77,mMTC
192.168.44.72,192.0.2.78,ICMP,1276,17.86,3.71,URLLC
192.168.62.46,192.0.2.144,TCP,982,65.97,6.21,eMBB
192.168.184.41,192.0.2.34,ICMP,466,19.52,4.79,URLLC
192.168.17.51,192.0.2.207,UDP,1483,62.73,5.39,eMBB
192.168.150.142,192.0.2.191,UDP,150,94.29,7.52,mMTC
192.168.135.28,192.0.2.60,UDP,983,21.33,2.39,URLLC
192.168.131.250,192.0.2.62,TCP,843,25.69,2.77,URLLC
192.168.139.101,192.0.2.9,TCP,612,90.0,4.55,mMTC
192.168.134.117,192.0.2.218,UDP,1261,16.19,0.84,URLLC
192.168.246.184,192.0.2.134,ICMP,675,20.81,4.13,URLLC
192.168.93.60,192.0.2.122,UDP,338,111.52,6.71,mMTC
192.168.144.58,192.0.2.40,ICMP,451,22.03,2.49,URLLC
192.168.138.47,192.0.2.72,ICMP,1064,49.13,9.27,eMBB
192.168.129.42,192.0.2.65,ICMP,696,92.7,6.4,mMTC
192.168.169.79,192.0.2.126,TCP,576,94.14,7.44,mMTC
192.168.81.43,192.0.2.247,ICMP,743,106.65,7.04,mMTC
192.168.71.33,192.0.2.227,ICMP,1398,32.68,4.98,eMBB
192.168.154.245,192.0.2.24,TCP,1196,16.16,3.04,URLLC
192.168.60.204,192.0.2.156,UDP,1412,49.85,9.01,eMBB
192.168.86.182,192.0.2.161,ICMP,318,50.28,5.07,mMTC
192.168.61.222,192.0.2.202,UDP,667,22.05,3.81,URLLC
192.168.177.227,192.0.2.29,ICMP,839,13.02,0.84,URLLC
192.168.224.171,192.0.2.73,ICMP,312,87.63,4.32,mMTC
192.168.164.117,192.0.2.201,TCP,394,25.94,3.12,URLLC
192.168.42.249,192.0.2.215,UDP,1083,59.46,5.1,eMBB
192.168.208.99,192.0.2.192,UDP,475,150.58,5.04,mMTC
192.168.64.1,192.0.2.5,ICMP,939,56.02,5.36,eMBB
192.168.223.97,192.0.2.61,ICMP,1334,24.61,3.2,URLLC
192.168.178.145,192.0.2.22,UDP,405,19.3,2.22,URLLC
192.168.179.245,192.0.2.55,UDP,1362,56.83,6.9,eMBB
192.168.174.250,192.0.2.29,ICMP,941,38.28,5.32,eMBB
192.168.110.97,192.0.2.55,TCP,487,13.18,2.73,URLLC
192.168.129.110,192.0.2.24,TCP,811,23.38,3.06,URLLC
192.168.123.34,192.0.2.184,TCP,499,131.29,6.32,mMTC
192.168.149.80,192.0.2.40,TCP,1150,25.2,2.81,URLLC
192.168.3.209,192.0.2.5,ICMP,129,97.65,5.58,mMTC
192.168.5.177,192.0.2.241,ICMP,488,19.11,0.73,URLLC
192.168.135.233,192.0.2.242,UDP,190,123.25,3.83,mMTC
192.168.197.240,192.0.2.53,ICMP,1369,50.65,3.8,eMBB
192.168.96.76,192.0.2.230,UDP,829,14.32,2.67,URLLC
192.168.142.212,192.0.2.79,TCP,881,13.34,2.96,URLLC
192.168.46.111,192.0.2.60,ICMP,765,103.65,4.17,mMTC
192.168.125.34,192.0.2.225,TCP,416,18.74,3.5,URLLC
192.168.30.244,192.0.2.126,TCP,1067,59.04,1.64,eMBB
192.168.238.44,192.0.2.37,ICMP,1064,11.75,1.89,URLLC
192.168.144.173,192.0.2.195,UDP,1338,72.57,4.6,eMBB
192.168.83.230,192.0.2.225,UDP,754,16.67,2.97,URLLC
192.168.182.80,192.0.2.159,UDP,1153,44.53,6.47,eMBB
192.168.45.155,192.0.2.33,ICMP,652,72.28,2.82,mMTC
192.168.105.96,192.0.2.208,TCP,456,40.22,5.12,mMTC
192.168.233.141,192.0.2.4,UDP,441,107.01,6.03,mMTC
192.168.204.8,192.0.2.63,ICMP,1089,51.71,6.0,eMBB
192.168.168.81,192.0.2.114,UDP,443,25.04,4.96,URLLC
192.168.180.164,192.0.2.225,UDP,1090,19.06,3.14,URLLC
192.168.88.86,192.0.2.214,ICMP,560,141.33,4.51,mMTC
192.168.0.61,192.0.2.54,ICMP,754,29.6,2.27,URLLC
192.168.110.193,192.0.2.178,ICMP,332,104.34,7.1,mMTC
192.168.47.24,192.0.2.213,UDP,1148,39.32,6.43,eMBB
192.168.48.229,192.0.2.209,ICMP,1105,54.84,1.23,eMBB
192.168.220.143,192.0.2.244,UDP,972,53.0,3.13,eMBB
192.168.80.85,192.0.2.187,ICMP,1358,47.93,4.64,eMBB
192.168.60.92,192.0.2.92,TCP,574,142.37,6.31,mMTC
192.168.9.223,192.0.2.105,ICMP,563,28.45,2.18,URLLC
192.168.219.81,192.0.2.240,TCP,1392,24.41,3.31,URLLC
192.168.75.92,192.0.2.39,UDP,233,130.75,4.61,mMTC
192.168.187.5,192.0.2.155,UDP,1491,50.6,2.07,eMBB
192.168.90.100,192.0.2.164,UDP,1126,19.2,3.15,URLLC
192.168.29.79,192.0.2.16,ICMP,1087,45.71,6.41,eMBB
192.168.66.198,192.0.2.143,ICMP,122,55.43,4.81,mMTC
192.168.158.145,192.0.2.156,TCP,696,22.54,3.8,URLLC
192.168.150.88,192.0.2.210,ICMP,422,15.99,3.08,URLLC
192.168.114.1,192.0.2.237,ICMP,913,37.7,7.42,eMBB
192.168.115.101,192.0.2.178,UDP,1083,43.35,6.27,eMBB
192.168.163.254,192.0.2.176,UDP,624,17.67,3.57,URLLC
192.168.85.75,192.0.2.176,ICMP,1351,52.43,4.68,eMBB
192.168.112.218,192.0.2.25,TCP,1346,11.79,3.47,URLLC
192.168.93.16,192.0.2.210,TCP,535,22.94,2.48,URLLC
192.168.254.46,192.0.2.43,TCP,558,13.63,3.01,URLLC
192.168.5.170,192.0.2.119,ICMP,636,12.99,2.97,URLLC
192.168.253.101,192.0.2.239,ICMP,1156,48.32,7.99,eMBB
192.168.179.199,192.0.2.113,TCP,1080,44.5,7.0,eMBB
192.168.225.241,192.0.2.96,TCP,315,18.74,3.79,URLLC
192.168.242.86,192.0.2.84,TCP,1190,43.67,6.83,eMBB
192.168.209.137,192.0.2.7,TCP,896,32.05,2.04,URLLC
192.168.39.233,192.0.2.218,TCP,1379,35.75,3.64,eMBB
192.168.87.200,192.0.2.245,ICMP,1284,46.84,3.22,eMBB
192.168.137.133,192.0.2.31,UDP,288,100.46,4.56,mMTC
192.168.86.59,192.0.2.201,UDP,486,68.49,5.7,mMTC
192.168.231.184,192.0.2.192,TCP,482,65.8,4.74,mMTC
192.168.134.41,192.0.2.47,ICMP,253,22.23,4.03,URLLC
192.168.159.49,192.0.2.36,TCP,1046,45.91,4.99,eMBB
192.168.221.14,192.0.2.54,ICMP,1345,38.93,5.29,eMBB
192.168.100.224,192.0.2.201,TCP,238,13.75,4.2,URLLC
192.168.45.245,192.0.2.155,UDP,315,130.89,3.88,mMTC
192.168.47.83,192.0.2.14,UDP,1246,19.1,3.38,URLLC
192.168.21.101,192.0.2.12,UDP,514,19.83,3.0,URLLC
192.168.120.234,192.0.2.85,TCP,1063,22.54,3.01,URLLC
192.168.217.162,192.0.2.50,TCP,1046,18.29,4.5,URLLC
192.168.236.156,192.0.2.242,UDP,523,164.24,4.8,mMTC
192.168.234.22,192.0.2.62,UDP,905,63.33,5.84,eMBB
192.168.52.165,192.0.2.219,ICMP,705,21.34,1.39,URLLC
192.168.107.38,192.0.2.173,ICMP,756,34.02,3.82,URLLC
192.168.161.128,192.0.2.87,TCP,526,19.73,2.53,mMTC
192.168.155.152,192.0.2.43,ICMP,1172,48.6,8.4,eMBB
192.168.41.68,192.0.2.215,TCP,559,22.09,2.43,URLLC
192.168.41.16,192.0.2.16,UDP,1471,44.76,7.37,eMBB
192.168.130.64,192.0.2.80,ICMP,1240,24.48,2.29,URLLC
192.168.195.197,192.0.2.169,ICMP,1306,54.31,5.13,eMBB
192.168.118.185,192.0.2.14,UDP,1117,24.72,3.39,URLLC
192.168.146.86,192.0.2.222,TCP,954,45.89,6.72,eMBB
192.168.212.74,192.0.2.83,UDP,1332,19.06,5.07,URLLC
192.168.115.229,192.0.2.252,UDP,692,101.93,5.7,mMTC
192.168.22.104,192.0.2.169,ICMP,1478,49.58,7.5,eMBB
192.168.247.120,192.0.2.229,UDP,158,101.71,4.57,mMTC
192.168.92.246,192.0.2.117,UDP,312,86.49,2.95,mMTC
192.168.191.112,192.0.2.142,UDP,531,63.88,3.38,mMTC
192.168.211.162,192.0.2.51,TCP,1114,43.97,6.21,eMBB
192.168.160.22,192.0.2.85,UDP,1357,45.01,8.75,eMBB
192.168.253.71,192.0.2.39,ICMP,1120,69.32,4.12,eMBB
192.168.75.237,192.0.2.11,TCP,989,44.89,6.01,eMBB
192.168.71.251,192.0.2.19,UDP,208,14.16,2.7,URLLC
192.168.19.174,192.0.2.183,ICMP,1290,18.75,1.96,URLLC
192.168.115.24,192.0.2.231,TCP,1094,50.12,8.44,eMBB
192.168.103.50,192.0.2.11,ICMP,382,121.9,4.31,mMTC
192.168.148.102,192.0.2.100,ICMP,1371,49.05,8.76,eMBB
192.168.215.170,192.0.2.96,UDP,1000,47.41,3.35,eMBB
192.168.32.213,192.0.2.159,TCP,709,103.29,4.89,mMTC
192.168.88.253,192.0.2.23,TCP,974,42.5,3.61,eMBB
192.168.51.246,192.0.2.102,TCP,602,42.28,6.41,mMTC
192.168.78.183,192.0.2.203,UDP,614,22.3,2.76,URLLC
192.168.5.52,192.0.2.227,ICMP,1058,21.62,3.0,URLLC
192.168.74.184,192.0.2.25,TCP,441,11.49,3.79,URLLC
192.168.242.219,192.0.2.118,TCP,566,134.46,5.46,mMTC
192.168.227.221,192.0.2.84,ICMP,1346,47.46,7.53,eMBB
192.168.185.17,192.0.2.185,TCP,692,129.94,8.02,mMTC
192.168.149.95,192.0.2.165,UDP,900,53.34,4.62,eMBB
192.168.126.23,192.0.2.187,ICMP,303,16.06,2.33,URLLC
192.168.199.240,192.0.2.14,TCP,1451,53.65,4.21,eMBB
192.168.157.241,192.0.2.101,UDP,949,60.26,8.31,eMBB
192.168.78.194,192.0.2.165,ICMP,1362,22.02,2.5,URLLC
192.168.251.3,192.0.2.84,UDP,1152,66.33,5.92,eMBB
192.168.93.154,192.0.2.173,TCP,1044,52.17,8.46,eMBB
192.168.251.20,192.0.2.211,UDP,1193,33.85,6.38,eMBB
192.168.24.142,192.0.2.96,ICMP,1097,69.63,4.0,eMBB
192.168.117.117,192.0.2.212,TCP,757,84.02,7.86,mMTC
192.168.253.190,192.0.2.221,UDP,867,1.6,5.19,URLLC
192.168.194.131,192.0.2.163,ICMP,1195,57.37,5.58,eMBB
192.168.76.87,192.0.2.2,ICMP,322,10.57,4.05,URLLC
192.168.116.244,192.0.2.85,UDP,1248,17.89,2.01,URLLC
192.168.230.48,192.0.2.194,TCP,1056,51.49,7.61,eMBB
192.168.254.82,192.0.2.230,TCP,1137,50.35,4.97,eMBB
192.168.22.131,192.0.2.151,TCP,1112,59.72,7.16,eMBB
192.168.15.80,192.0.2.156,TCP,204,127.99,5.59,mMTC
192.168.246.76,192.0.2.44,TCP,1171,22.76,4.3,URLLC
192.168.41.179,192.0.2.223,TCP,985,56.7,7.76,eMBB
192.168.128.114,192.0.2.44,UDP,1194,18.64,2.28,URLLC
192.168.179.250,192.0.2.120,TCP,354,130.44,6.79,mMTC
192.168.78.67,192.0.2.135,TCP,621,10.05,3.64,URLLC
192.168.128.139,192.0.2.30,TCP,792,131.3,3.17,mMTC
192.168.183.185,192.0.2.160,UDP,181,101.76,4.2,mMTC
192.168.58.13,192.0.2.39,ICMP,1486,46.7,4.35,eMBB
192.168.217.160,192.0.2.114,ICMP,1281,17.54,1.92,URLLC
192.168.14.218,192.0.2.233,ICMP,987,23.26,3.15,URLLC
192.168.168.190,192.0.2.42,ICMP,940,42.57,4.02,eMBB
192.168.16.107,192.0.2.232,UDP,503,102.05,2.26,mMTC
192.168.161.60,192.0.2.101,ICMP,1179,62.87,7.56,eMBB
192.168.148.161,192.0.2.253,TCP,990,63.68,7.87,eMBB
192.168.109.143,192.0.2.171,TCP,174,138.54,5.1,mMTC
192.168.193.42,192.0.2.6,UDP,165,117.44,4.12,mMTC
192.168.100.211,192.0.2.60,TCP,934,51.83,4.96,eMBB
192.168.222.152,192.0.2.216,UDP,1460,48.22,7.38,eMBB
192.168.84.20,192.0.2.26,TCP,168,93.33,5.17,mMTC
192.168.214.57,192.0.2.149,UDP,513,97.33,3.92,mMTC
192.168.3.92,192.0.2.80,UDP,987,39.23,2.78,eMBB
192.168.54.73,192.0.2.155,ICMP,713,123.04,4.05,mMTC
192.168.94.24,192.0.2.160,UDP,1497,45.04,6.92,eMBB
192.168.142.149,192.0.2.231,ICMP,492,119.61,5.03,mMTC
192.168.217.96,192.0.2.75,TCP,297,15.9,1.23,URLLC
192.168.70.126,192.0.2.36,ICMP,344,25.17,2.9,URLLC
192.168.222.199,192.0.2.222,UDP,548,157.88,3.37,mMTC
192.168.57.184,192.0.2.237,UDP,1081,19.99,2.96,URLLC
192.168.29.246,192.0.2.16,UDP,1063,46.31,3.75,eMBB
192.168.18.46,192.0.2.96,TCP,1392,63.62,5.12,eMBB
192.168.34.122,192.0.2.34,TCP,553,76.99,5.22,mMTC
192.168.80.167,192.0.2.64,ICMP,362,16.55,2.23,URLLC
192.168.139.247,192.0.2.116,TCP,1079,20.47,2.75,URLLC
192.168.39.139,192.0.2.138,ICMP,1382,18.23,3.22,URLLC
192.168.136.122,192.0.2.214,UDP,203,131.89,6.06,mMTC
192.168.246.253,192.0.2.56,UDP,552,15.22,3.2,URLLC
192.168.121.5,192.0.2.44,ICMP,408,94.87,5.65,mMTC
192.168.187.189,192.0.2.160,UDP,289,100.8,6.84,mMTC
192.168.210.191,192.0.2.125,TCP,408,76.87,6.44,mMTC
192.168.200.165,192.0.2.181,ICMP,949,8.77,2.7,URLLC
192.168.9.226,192.0.2.29,ICMP,1156,73.0,5.94,eMBB
192.168.223.84,192.0.2.89,TCP,1359,56.2,5.76,eMBB
192.168.181.160,192.0.2.139,ICMP,213,104.16,4.22,mMTC
192.168.112.15,192.0.2.182,TCP,1264,63.7,0.89,eMBB
192.168.169.250,192.0.2.110,UDP,1061,31.31,6.63,eMBB
192.168.46.156,192.0.2.147,UDP,416,17.92,2.15,URLLC
192.168.83.191,192.0.2.232,ICMP,467,127.29,5.72,mMTC
192.168.73.226,192.0.2.213,UDP,439,16.87,1.48,URLLC
192.168.112.2,192.0.2.209,UDP,724,89.03,3.53,mMTC
192.168.181.44,192.0.2.44,UDP,615,33.98,3.98,mMTC
192.168.58.113,192.0.2.88,ICMP,273,66.66,6.79,mMTC
192.168.241.16,192.0.2.18,UDP,665,106.29,2.48,mMTC
192.168.119.125,192.0.2.40,UDP,1025,50.03,5.08,eMBB
192.168.208.48,192.0.2.254,ICMP,187,128.22,4.61,mMTC
192.168.103.148,192.0.2.239,UDP,218,26.02,2.83,URLLC
192.168.184.58,192.0.2.138,UDP,568,69.0,4.78,mMTC
192.168.30.161,192.0.2.195,ICMP,1283,57.39,7.53,eMBB
192.168.146.122,192.0.2.214,ICMP,1245,26.87,2.56,URLLC
192.168.242.86,192.0.2.84,UDP,920,61.71,7.62,eMBB
192.168.82.221,192.0.2.98,TCP,243,158.11,6.38,mMTC
192.168.107.169,192.0.2.10,TCP,1014,73.08,6.8,eMBB
192.168.83.254,192.0.2.156,ICMP,1303,21.22,2.11,URLLC
192.168.44.101,192.0.2.174,TCP,963,7.14,2.13,URLLC
192.168.55.8,192.0.2.15,TCP,1009,17.97,2.65,URLLC
192.168.112.235,192.0.2.132,TCP,380,102.63,3.71,mMTC
192.168.121.157,192.0.2.90,UDP,704,18.24,1.38,URLLC
192.168.207.171,192.0.2.147,TCP,488,113.29,2.61,mMTC
192.168.161.93,192.0.2.248,ICMP,1375,62.11,3.75,eMBB
192.168.98.88,192.0.2.159,TCP,660,135.41,5.0,mMTC
192.168.48.215,192.0.2.12,TCP,1032,41.9,5.82,eMBB
192.168.140.36,192.0.2.182,TCP,1136,46.51,6.05,eMBB
192.168.104.113,192.0.2.216,ICMP,1280,40.91,3.51,eMBB
192.168.131.210,192.0.2.127,TCP,333,55.3,6.48,mMTC
192.168.79.36,192.0.2.111,UDP,687,91.73,5.98,mMTC
192.168.164.107,192.0.2.41,UDP,1336,28.83,2.38,URLLC
192.168.69.30,192.0.2.216,TCP,753,8.48,1.84,URLLC
192.168.252.152,192.0.2.75,UDP,719,14.22,4.12,URLLC
192.168.91.164,192.0.2.98,TCP,736,63.99,5.03,mMTC
192.168.253.80,192.0.2.169,UDP,1033,52.23,1.96,eMBB
192.168.78.46,192.0.2.168,UDP,475,107.74,5.49,mMTC
192.168.97.40,192.0.2.81,TCP,1216,46.41,7.09,eMBB
192.168.42.96,192.0.2.159,TCP,739,134.41,3.45,mMTC
192.168.192.90,192.0.2.160,UDP,439,17.46,3.34,URLLC
192.168.251.145,192.0.2.250,TCP,591,82.41,1.49,mMTC
192.168.80.95,192.0.2.82,TCP,724,27.86,4.09,URLLC
192.168.0.186,192.0.2.58,UDP,1200,19.54,3.0,URLLC
192.168.193.22,192.0.2.120,ICMP,902,59.19,4.67,eMBB
192.168.167.209,192.0.2.191,ICMP,978,54.96,5.61,eMBB
192.168.101.155,192.0.2.9,UDP,310,21.87,2.59,URLLC
192.168.148.73,192.0.2.11,UDP,1469,58.88,7.6,eMBB
